Dataset Intensity Statistics Report
Source: /data/hwh_data_folder/dataset/train
Config: FreqRes=5kHz, Overlap=0.5
--------------------------------------------------
File_ID    | Min_dB          | Max_dB         
4961       | -107.52         | -6.73          
4962       | -88.10          | 19.02          
4963       | -114.38         | 9.98           
4964       | -118.34         | 7.44           
4965       | -115.23         | -9.22          
4966       | -96.44          | 15.79          
4967       | -114.15         | -12.96         
4968       | -96.13          | 0.53           
4969       | -117.90         | 9.19           
4970       | -92.76          | 11.08          
4971       | -85.22          | 8.56           
4972       | -120.17         | 5.75           
4973       | -101.97         | 6.30           
4974       | -94.94          | 13.05          
4975       | -100.07         | 15.97          
4976       | -118.85         | 5.53           
4977       | -73.67          | 15.46          
4978       | -111.53         | 5.75           
4979       | -90.25          | 15.44          
4980       | -76.10          | 19.95          
4981       | -131.32         | 9.73           
4982       | -126.48         | -9.01          
4983       | -101.51         | 5.83           
4984       | -96.32          | 3.75           
4985       | -108.51         | 8.51           
4986       | -100.48         | 5.07           
4987       | -105.66         | 5.49           
4988       | -91.70          | 17.29          
4989       | -101.12         | -4.20          
4990       | -118.50         | 10.46          
4991       | -104.35         | 8.28           
4992       | -105.97         | 15.54          
4993       | -88.70          | 16.00          
4994       | -106.91         | 5.51           
4995       | -111.98         | 9.52           
4996       | -85.02          | 26.27          
4997       | -119.77         | -1.54          
4998       | -109.30         | -3.89          
4999       | -104.97         | 2.31           
5000       | -101.62         | 13.73          
5001       | -69.46          | 14.86          
5002       | -114.39         | 10.60          
5003       | -97.60          | 13.32          
5004       | -114.34         | -0.49          
5005       | -110.06         | 3.53           
5006       | -110.80         | 12.39          
5007       | -130.62         | -2.30          
5008       | -94.53          | 4.82           
5009       | -115.30         | 0.45           
5010       | -118.07         | 7.48           
5011       | -85.52          | 1.30           
5012       | -88.88          | 23.98          
5013       | -85.55          | 16.92          
5014       | -97.72          | 5.13           
5015       | -124.47         | 4.35           
5016       | -83.85          | 22.08          
5017       | -117.53         | -1.12          
5018       | -101.48         | 4.29           
5019       | -101.49         | 16.47          
5020       | -240.00         | 5.64           
5021       | -97.92          | 10.09          
5022       | -106.76         | 6.90           
5023       | -124.84         | 1.77           
5024       | -76.05          | 17.73          
5025       | -82.67          | 23.73          
5026       | -114.47         | 2.80           
5027       | -112.71         | 8.24           
5028       | -104.35         | -15.40         
5029       | -121.36         | 0.75           
5030       | -73.98          | 22.00          
5031       | -109.94         | -10.37         
5032       | -108.29         | -0.83          
5033       | -96.03          | 13.37          
5034       | -118.44         | 1.39           
5035       | -86.89          | 10.81          
5036       | -71.18          | 14.89          
5037       | -92.78          | 8.45           
5038       | -82.22          | 18.50          
5039       | -76.21          | 26.54          
5040       | -101.97         | 13.17          
5041       | -104.73         | -16.12         
5042       | -112.56         | -10.31         
5043       | -109.98         | 9.54           
5044       | -102.50         | 3.12           
5045       | -102.87         | -19.35         
5046       | -103.90         | 8.41           
5047       | -100.31         | 10.25          
5048       | -87.52          | 28.16          
5049       | -125.85         | 2.97           
5050       | -118.35         | -11.53         
5051       | -95.93          | 7.92           
5052       | -108.69         | -8.53          
5053       | -117.01         | 3.23           
5054       | -100.74         | 4.38           
5055       | -97.08          | 5.13           
5056       | -114.01         | 5.51           
5057       | -120.29         | 2.75           
5058       | -127.54         | -8.10          
5059       | -112.45         | 3.45           
5060       | -85.46          | 12.92          
5061       | -105.08         | 9.40           
5062       | -117.07         | 5.83           
5063       | -84.38          | 23.12          
5064       | -99.15          | 10.08          
5065       | -116.31         | -2.57          
5066       | -103.76         | 10.00          
5067       | -114.12         | -0.78          
5068       | -119.58         | -10.89         
5069       | -110.74         | -4.12          
5070       | -110.86         | 6.16           
5071       | -105.31         | -1.79          
5072       | -96.19          | 7.49           
5073       | -115.47         | 6.52           
5074       | -88.11          | 10.20          
5075       | -101.83         | 15.97          
5076       | -109.47         | 10.57          
5077       | -100.83         | 13.57          
5078       | -77.13          | 22.03          
5079       | -109.60         | 3.28           
5080       | -78.26          | 21.87          
5081       | -116.65         | -3.48          
5082       | -103.19         | 10.63          
5083       | -115.66         | -9.65          
5084       | -113.22         | 7.54           
5085       | -112.46         | 8.35           
5086       | -114.00         | 11.06          
5087       | -124.95         | 2.76           
5088       | -91.87          | 10.70          
5089       | -88.95          | 23.12          
5090       | -100.78         | -9.66          
5091       | -93.70          | -0.47          
5092       | -105.69         | 13.41          
5093       | -121.46         | 12.47          
5094       | -105.15         | -11.05         
5095       | -94.65          | 5.48           
5096       | -109.84         | -1.55          
5097       | -94.07          | 13.34          
5098       | -96.99          | 6.12           
5099       | -99.21          | 6.99           
5100       | -76.50          | 15.14          
5101       | -102.99         | -5.00          
5102       | -240.00         | 0.31           
5103       | -96.53          | 11.75          
5104       | -99.52          | 17.66          
5105       | -110.16         | 1.20           
5106       | -102.23         | 3.62           
5107       | -107.85         | 5.16           
5108       | -116.44         | 5.35           
5109       | -123.25         | -10.20         
5110       | -111.63         | 6.52           
5111       | -111.27         | 2.73           
5112       | -105.21         | 5.51           
5113       | -89.87          | 4.16           
5114       | -100.59         | 14.73          
5115       | -84.04          | 14.48          
5116       | -90.82          | 16.69          
5117       | -89.24          | 1.20           
5118       | -109.53         | -4.65          
5119       | -93.26          | 6.90           
5120       | -116.42         | -4.49          
5121       | -98.79          | 10.28          
5122       | -115.06         | -3.81          
5123       | -122.90         | 3.16           
5124       | -82.34          | 14.69          
5125       | -97.73          | 14.73          
5126       | -240.00         | 13.89          
5127       | -109.41         | 4.40           
5128       | -113.91         | -1.33          
5129       | -113.92         | 9.43           
5130       | -99.72          | -12.62         
5131       | -108.00         | 0.81           
5132       | -95.98          | 14.45          
5133       | -93.80          | 1.27           
5134       | -114.07         | 6.93           
5135       | -106.50         | 4.76           
5136       | -101.81         | 8.97           
5137       | -122.19         | -0.28          
5138       | -106.96         | 3.03           
5139       | -114.88         | 10.64          
5140       | -99.80          | 6.85           
5141       | -98.39          | 11.33          
5142       | -116.05         | -10.64         
5143       | -123.89         | -3.87          
5144       | -71.68          | 22.38          
5145       | -111.04         | 8.17           
5146       | -74.42          | 25.10          
5147       | -86.11          | 2.21           
5148       | -74.06          | 17.34          
5149       | -76.37          | 18.36          
5150       | -100.38         | 18.26          
5151       | -104.13         | 5.99           
5152       | -101.96         | 12.90          
5153       | -100.94         | 3.91           
5154       | -101.65         | 12.65          
5155       | -82.33          | 26.43          
5156       | -119.55         | 3.40           
5157       | -113.32         | 11.43          
5158       | -93.25          | 7.02           
5159       | -115.14         | 7.22           
5160       | -113.93         | 3.29           
5161       | -88.64          | 7.16           
5162       | -106.29         | 4.31           
5163       | -78.85          | 21.12          
5164       | -88.14          | 15.75          
5165       | -69.27          | 18.74          
5166       | -98.07          | 7.04           
5167       | -121.12         | -4.77          
5168       | -109.64         | 7.28           
5169       | -117.49         | 6.40           
5170       | -82.74          | 14.74          
5171       | -109.98         | -1.04          
5172       | -97.65          | 10.89          
5173       | -66.20          | 21.15          
5174       | -105.32         | 8.92           
5175       | -117.40         | 2.85           
5176       | -117.71         | 11.18          
5177       | -74.37          | 8.72           
5178       | -102.55         | 11.64          
5179       | -125.38         | -7.11          
5180       | -97.32          | 15.51          
5181       | -98.78          | -1.40          
5182       | -106.56         | 8.26           
5183       | -98.62          | 2.85           
5184       | -97.33          | 8.03           
5185       | -119.10         | 3.58           
5186       | -79.67          | 13.91          
5187       | -94.38          | 6.32           
5188       | -92.13          | 13.97          
5189       | -108.51         | 6.54           
5190       | -96.17          | 0.34           
5191       | -126.16         | 1.44           
5192       | -122.14         | 3.56           
5193       | -100.01         | 0.59           
5194       | -122.07         | 0.91           
5195       | -100.20         | 0.34           
5196       | -104.10         | 1.52           
5197       | -109.17         | -7.59          
5198       | -100.05         | 21.91          
5199       | -92.40          | 18.29          
5200       | -86.70          | 25.00          
5201       | -98.63          | 11.13          
5202       | -101.97         | -9.21          
5203       | -109.38         | -1.68          
5204       | -100.83         | 5.11           
5205       | -104.47         | 5.65           
5206       | -120.20         | 8.07           
5207       | -113.00         | 0.08           
5208       | -106.10         | -7.02          
5209       | -73.70          | 22.02          
5210       | -84.62          | 22.14          
5211       | -76.49          | 35.32          
5212       | -125.15         | -7.28          
5213       | -117.88         | -15.84         
5214       | -110.54         | 15.41          
5215       | -111.57         | 4.61           
5216       | -90.48          | 18.37          
5217       | -90.58          | 25.30          
5218       | -114.11         | 12.10          
5219       | -80.49          | 27.32          
5220       | -103.19         | 1.87           
5221       | -96.09          | 25.45          
5222       | -95.09          | 18.50          
5223       | -101.86         | 17.23          
5224       | -123.36         | -4.33          
5225       | -111.18         | -5.29          
5226       | -89.35          | -2.32          
5227       | -78.32          | 18.90          
5228       | -71.41          | 17.24          
5229       | -111.13         | -5.50          
5230       | -98.45          | 11.13          
5231       | -103.48         | 2.75           
5232       | -102.15         | 6.89           
5233       | -81.37          | 27.07          
5234       | -240.00         | 15.59          
5235       | -97.58          | 16.53          
5236       | -108.32         | 9.49           
5237       | -108.74         | 6.94           
5238       | -104.15         | 5.15           
5239       | -110.91         | -2.16          
5240       | -240.00         | 7.77           
5241       | -82.44          | 11.70          
5242       | -88.29          | -8.13          
5243       | -92.86          | 16.24          
5244       | -121.02         | 4.60           
5245       | -115.23         | 6.72           
5246       | -97.39          | 1.07           
5247       | -81.24          | 30.27          
5248       | -105.50         | 3.25           
5249       | -120.66         | -1.20          
5250       | -101.40         | 17.79          
5251       | -101.03         | -0.48          
5252       | -84.04          | -3.68          
5253       | -126.17         | 5.47           
5254       | -132.15         | -11.98         
5255       | -109.55         | 9.29           
5256       | -116.93         | 4.91           
5257       | -118.70         | -4.18          
5258       | -115.46         | 9.67           
5259       | -119.80         | -10.38         
5260       | -96.26          | 4.23           
5261       | -106.94         | 9.67           
5262       | -109.56         | 15.32          
5263       | -68.84          | 19.35          
5264       | -117.92         | -15.12         
5265       | -96.71          | -7.30          
5266       | -116.31         | 2.65           
5267       | -99.82          | 15.42          
5268       | -84.35          | 17.36          
5269       | -95.43          | 14.03          
5270       | -110.01         | -5.59          
5271       | -103.99         | 0.86           
5272       | -109.47         | 11.24          
5273       | -95.62          | 5.07           
5274       | -119.12         | -2.61          
5275       | -125.10         | 2.93           
5276       | -118.57         | 3.61           
5277       | -116.88         | -14.95         
5278       | -106.88         | 8.09           
5279       | -106.50         | 5.13           
5280       | -120.90         | 7.57           
5281       | -69.88          | 26.54          
5282       | -100.16         | 11.56          
5283       | -97.24          | 3.30           
5284       | -128.57         | -11.23         
5285       | -101.60         | -5.70          
5286       | -104.68         | 9.66           
5287       | -114.58         | 11.73          
5288       | -99.39          | -9.50          
5289       | -117.56         | 4.74           
5290       | -118.36         | -4.46          
5291       | -113.78         | 8.07           
5292       | -127.50         | -2.51          
5293       | -84.01          | 13.63          
5294       | -102.43         | 14.43          
5295       | -114.66         | -0.88          
5296       | -82.10          | 30.30          
5297       | -240.00         | 7.63           
5298       | -113.75         | -4.21          
5299       | -94.06          | 4.58           
5300       | -105.50         | 15.06          
5301       | -82.94          | 26.06          
5302       | -100.32         | 14.47          
5303       | -108.96         | 6.78           
5304       | -99.33          | 11.96          
5305       | -111.00         | -5.35          
5306       | -115.74         | -0.84          
5307       | -115.16         | 3.57           
5308       | -109.23         | 5.02           
5309       | -89.50          | 12.93          
5310       | -118.03         | -3.08          
5311       | -108.85         | 5.08           
5312       | -118.41         | 5.92           
5313       | -103.86         | 0.14           
5314       | -78.13          | 15.62          
5315       | -120.46         | 11.63          
5316       | -81.35          | 26.56          
5317       | -129.64         | 1.72           
5318       | -99.35          | 3.49           
5319       | -101.04         | 2.40           
5320       | -89.02          | 5.45           
5321       | -99.79          | 5.90           
5322       | -87.85          | -4.17          
5323       | -128.89         | 11.62          
5324       | -86.00          | 4.07           
5325       | -91.63          | 12.62          
5326       | -104.58         | 0.17           
5327       | -101.06         | 5.52           
5328       | -105.03         | 13.94          
5329       | -103.52         | 1.71           
5330       | -73.46          | 25.67          
5331       | -107.89         | 4.14           
5332       | -87.81          | 18.95          
5333       | -95.28          | 1.69           
5334       | -107.75         | 7.36           
5335       | -98.79          | 10.20          
5336       | -117.54         | -10.63         
5337       | -104.11         | 9.62           
5338       | -103.85         | -1.72          
5339       | -108.53         | 10.65          
5340       | -109.34         | 6.45           
5341       | -101.51         | 14.56          
5342       | -129.18         | 4.60           
5343       | -121.47         | 1.30           
5344       | -77.65          | 19.82          
5345       | -111.30         | -6.08          
5346       | -119.87         | -3.36          
5347       | -112.43         | 9.31           
5348       | -104.78         | 2.97           
5349       | -83.55          | 9.14           
5350       | -103.45         | 3.71           
5351       | -100.73         | 10.52          
5352       | -87.64          | -3.96          
5353       | -111.70         | -0.71          
5354       | -118.04         | 3.29           
5355       | -100.20         | -0.85          
5356       | -95.18          | -8.15          
5357       | -102.38         | -16.52         
5358       | -68.80          | 18.43          
5359       | -108.54         | 6.41           
5360       | -83.25          | 22.76          
5361       | -108.27         | 4.72           
5362       | -83.08          | 13.01          
5363       | -112.92         | -0.25          
5364       | -101.46         | 10.31          
5365       | -98.66          | -0.61          
5366       | -116.87         | 1.36           
5367       | -108.72         | 12.95          
5368       | -79.30          | 11.94          
5369       | -121.77         | -8.28          
5370       | -101.63         | 11.58          
5371       | -99.33          | 6.05           
5372       | -108.27         | 5.17           
5373       | -108.09         | -5.82          
5374       | -109.45         | 14.72          
5375       | -119.61         | 11.53          
5376       | -102.10         | 7.09           
5377       | -95.73          | 4.63           
5378       | -136.74         | -4.62          
5379       | -97.80          | -2.89          
5380       | -117.96         | -0.52          
5381       | -105.34         | 4.36           
5382       | -96.47          | 10.46          
5383       | -107.12         | 12.29          
5384       | -113.37         | 9.20           
5385       | -86.32          | 10.00          
5386       | -101.16         | 9.68           
5387       | -86.79          | 10.45          
5388       | -114.91         | 14.27          
5389       | -115.48         | -24.31         
5390       | -102.64         | 12.94          
5391       | -108.10         | 5.21           
5392       | -113.91         | 10.37          
5393       | -93.37          | 14.01          
5394       | -110.70         | -5.91          
5395       | -121.53         | 9.04           
5396       | -94.65          | 21.09          
5397       | -122.76         | 13.51          
5398       | -107.90         | 3.48           
5399       | -103.80         | 3.79           
5400       | -101.23         | 14.54          
5401       | -87.93          | 22.17          
5402       | -102.50         | 12.50          
5403       | -93.66          | 10.99          
5404       | -103.30         | -10.25         
5405       | -108.08         | 1.36           
5406       | -101.81         | 4.33           
5407       | -129.84         | -3.46          
5408       | -74.09          | 21.93          
5409       | -97.17          | 7.70           
5410       | -108.97         | 4.36           
5411       | -79.25          | 30.69          
5412       | -112.05         | 6.25           
5413       | -112.18         | 2.21           
5414       | -111.13         | 3.79           
5415       | -112.14         | 6.73           
5416       | -88.76          | 6.63           
5417       | -65.33          | 21.58          
5418       | -126.22         | 6.17           
5419       | -77.18          | 12.50          
5420       | -108.80         | -16.33         
5421       | -104.01         | -1.52          
5422       | -102.74         | 9.11           
5423       | -122.69         | -1.83          
5424       | -116.16         | -10.58         
5425       | -141.69         | -4.65          
5426       | -95.77          | -1.12          
5427       | -102.00         | 5.91           
5428       | -117.51         | 7.94           
5429       | -116.40         | 6.53           
5430       | -133.45         | -1.64          
5431       | -112.01         | -3.65          
5432       | -100.09         | 16.98          
5433       | -116.49         | 8.68           
5434       | -112.29         | -2.93          
5435       | -127.25         | 5.08           
5436       | -98.54          | 11.73          
5437       | -103.92         | 11.66          
5438       | -115.25         | -8.06          
5439       | -90.39          | 18.81          
5440       | -89.14          | 3.07           
5441       | -105.38         | 6.87           
5442       | -119.08         | 5.48           
5443       | -95.35          | 2.13           
5444       | -112.26         | 14.30          
5445       | -103.16         | 12.03          
5446       | -94.29          | 11.82          
5447       | -109.59         | 7.35           
5448       | -124.24         | -1.17          
5449       | -106.77         | 2.11           
5450       | -101.36         | 10.29          
5451       | -79.99          | 14.95          
5452       | -124.81         | 7.83           
5453       | -98.63          | 11.91          
5454       | -72.62          | 10.09          
5455       | -106.95         | 5.01           
5456       | -105.93         | 0.47           
5457       | -104.71         | 5.42           
5458       | -123.71         | 2.86           
5459       | -121.97         | 1.59           
5460       | -120.77         | 1.61           
5461       | -108.77         | 9.15           
5462       | -126.63         | 1.88           
5463       | -115.87         | 15.25          
5464       | -75.58          | 9.89           
5465       | -76.65          | 23.20          
5466       | -93.87          | -5.94          
5467       | -108.86         | -12.55         
5468       | -98.41          | -6.05          
5469       | -120.24         | 10.94          
5470       | -118.90         | 0.52           
5471       | -93.11          | 7.34           
5472       | -96.54          | 7.00           
5473       | -113.33         | 8.43           
5474       | -118.90         | 1.56           
5475       | -70.08          | 8.98           
5476       | -117.57         | -0.79          
5477       | -95.83          | -15.28         
5478       | -117.19         | 6.87           
5479       | -93.14          | 2.28           
5480       | -100.48         | 11.04          
5481       | -115.33         | 11.48          
5482       | -97.62          | -0.53          
5483       | -106.40         | 7.96           
5484       | -103.30         | 4.00           
5485       | -66.56          | 15.50          
5486       | -77.10          | 12.74          
5487       | -102.61         | -11.89         
5488       | -98.66          | 6.81           
5489       | -102.25         | -1.19          
5490       | -89.30          | 3.99           
5491       | -106.70         | -7.98          
5492       | -95.34          | 13.68          
5493       | -98.70          | 12.00          
5494       | -117.83         | 8.18           
5495       | -84.13          | 4.14           
5496       | -108.77         | 7.38           
5497       | -96.92          | 4.69           
5498       | -103.51         | 10.82          
5499       | -98.68          | -13.99         
5500       | -112.94         | -12.17         
5501       | -95.15          | -4.76          
5502       | -102.53         | 3.77           
5503       | -89.34          | 5.62           
5504       | -116.09         | -0.41          
5505       | -136.45         | 1.36           
5506       | -99.78          | -4.68          
5507       | -91.28          | 12.71          
5508       | -81.80          | 8.97           
5509       | -90.99          | 3.94           
5510       | -113.29         | 2.25           
5511       | -105.74         | 7.28           
5512       | -83.74          | 21.88          
5513       | -66.33          | 26.67          
5514       | -107.48         | -14.51         
5515       | -112.11         | -2.66          
5516       | -109.71         | 12.97          
5517       | -95.49          | 4.13           
5518       | -105.62         | -1.34          
5519       | -93.68          | 14.50          
5520       | -127.09         | 4.05           
5521       | -117.79         | 0.27           
5522       | -112.76         | -3.47          
5523       | -98.57          | -2.09          
5524       | -123.10         | 3.40           
5525       | -109.89         | 6.83           
5526       | -121.02         | -4.33          
5527       | -86.17          | 6.63           
5528       | -103.69         | 9.93           
5529       | -119.56         | 10.15          
5530       | -112.53         | 2.06           
5531       | -113.10         | -8.07          
5532       | -84.49          | 9.31           
5533       | -112.95         | 0.05           
5534       | -87.57          | 23.75          
5535       | -115.04         | -5.81          
5536       | -116.17         | -1.34          
5537       | -102.82         | 11.14          
5538       | -111.27         | 4.32           
5539       | -103.69         | 14.69          
5540       | -104.71         | 9.98           
5541       | -107.73         | 13.73          
5542       | -96.97          | 7.77           
5543       | -127.86         | 1.46           
5544       | -105.13         | -5.41          
5545       | -124.52         | -0.55          
5546       | -104.32         | -8.52          
5547       | -77.38          | 14.17          
5548       | -99.83          | -10.15         
5549       | -99.03          | 10.39          
5550       | -106.38         | 8.29           
5551       | -121.50         | -0.05          
5552       | -80.51          | 19.49          
5553       | -76.56          | 19.19          
5554       | -106.08         | -5.28          
5555       | -85.21          | -9.70          
5556       | -83.85          | 17.12          
5557       | -119.84         | 5.67           
5558       | -99.28          | 2.91           
5559       | -109.96         | -1.43          
5560       | -115.64         | 4.18           
5561       | -94.75          | 7.54           
5562       | -83.97          | 5.22           
5563       | -100.68         | 15.40          
5564       | -76.03          | 20.79          
5565       | -99.72          | -7.06          
5566       | -115.72         | -12.00         
5567       | -75.87          | 14.60          
5568       | -79.09          | 24.49          
5569       | -114.22         | 7.47           
5570       | -73.91          | 26.03          
5571       | -101.09         | 23.24          
5572       | -111.59         | -13.03         
5573       | -95.54          | 1.66           
5574       | -105.60         | 8.56           
5575       | -101.67         | -3.25          
5576       | -94.62          | 13.21          
5577       | -111.89         | 2.72           
5578       | -121.97         | -3.91          
5579       | -114.95         | -5.97          
5580       | -124.82         | 1.97           
5581       | -117.87         | 6.56           
5582       | -100.61         | 10.35          
5583       | -96.10          | 15.53          
5584       | -101.83         | 15.17          
5585       | -93.65          | 13.92          
5586       | -93.99          | 9.98           
5587       | -103.46         | 8.70           
5588       | -122.45         | -2.30          
5589       | -125.43         | 0.11           
5590       | -76.09          | 13.50          
5591       | -88.49          | 1.06           
5592       | -80.79          | 12.98          
5593       | -108.77         | 3.65           
5594       | -92.71          | 9.71           
5595       | -105.10         | 1.57           
5596       | -111.32         | 8.84           
5597       | -116.69         | -3.18          
5598       | -100.65         | -13.76         
5599       | -97.59          | 7.25           
5600       | -113.27         | -2.31          
5601       | -81.97          | 14.27          
5602       | -123.71         | -10.09         
5603       | -96.17          | 16.20          
5604       | -68.42          | 30.38          
5605       | -100.97         | 15.36          
5606       | -105.17         | -1.87          
5607       | -100.31         | -1.12          
5608       | -104.07         | -14.03         
5609       | -108.39         | -1.27          
5610       | -104.16         | 11.48          
5611       | -79.46          | 11.14          
5612       | -114.84         | -2.86          
5613       | -127.63         | 5.11           
5614       | -91.99          | 13.66          
5615       | -82.55          | 11.79          
5616       | -91.83          | 17.18          
5617       | -106.98         | 0.91           
5618       | -79.47          | 20.35          
5619       | -95.46          | 13.31          
5620       | -113.96         | 2.41           
5621       | -98.07          | 3.27           
5622       | -98.43          | 5.46           
5623       | -75.05          | 13.85          
5624       | -103.45         | 8.84           
5625       | -123.33         | 1.74           
5626       | -104.95         | -17.19         
5627       | -141.64         | 0.26           
5628       | -115.04         | 7.77           
5629       | -115.83         | -0.74          
5630       | -125.82         | -3.09          
5631       | -126.85         | -2.54          
5632       | -73.09          | 14.58          
5633       | -82.67          | 9.94           
5634       | -114.91         | 0.26           
5635       | -112.64         | 10.21          
5636       | -100.06         | 15.11          
5637       | -109.46         | 3.89           
5638       | -86.67          | -3.14          
5639       | -114.70         | -5.31          
5640       | -83.59          | 10.66          
5641       | -110.40         | -23.57         
5642       | -98.82          | 5.73           
5643       | -96.83          | 6.83           
5644       | -116.73         | 10.55          
5645       | -100.10         | 2.60           
5646       | -104.42         | -1.65          
5647       | -100.70         | 7.65           
5648       | -100.35         | -2.94          
5649       | -107.34         | 10.15          
5650       | -115.60         | 10.99          
5651       | -110.60         | -4.61          
5652       | -113.86         | 1.17           
5653       | -117.24         | 5.14           
5654       | -84.21          | 12.72          
5655       | -110.98         | 2.44           
5656       | -92.40          | 8.47           
5657       | -107.05         | 5.04           
5658       | -95.30          | -7.21          
5659       | -106.42         | 11.60          
5660       | -129.79         | 2.41           
5661       | -112.09         | 5.08           
5662       | -107.20         | 0.82           
5663       | -86.29          | 23.13          
5664       | -104.88         | -5.79          
5665       | -106.52         | 7.37           
5666       | -84.66          | 22.30          
5667       | -97.47          | -6.20          
5668       | -117.95         | 4.65           
5669       | -107.34         | 0.36           
5670       | -116.83         | 8.02           
5671       | -102.11         | 8.86           
5672       | -102.79         | 9.49           
5673       | -91.37          | 2.74           
5674       | -86.77          | 2.25           
5675       | -124.82         | 7.34           
5676       | -89.85          | 16.51          
5677       | -127.24         | -8.32          
5678       | -76.29          | 13.88          
5679       | -97.32          | 9.24           
5680       | -86.52          | 15.56          
5681       | -105.06         | -7.11          
5682       | -118.91         | -7.05          
5683       | -106.27         | -16.74         
5684       | -240.00         | -0.78          
5685       | -108.29         | 6.16           
5686       | -88.68          | 9.84           
5687       | -98.90          | 13.87          
5688       | -81.83          | 28.36          
5689       | -70.60          | 10.82          
5690       | -113.87         | -1.38          
5691       | -100.94         | -0.71          
5692       | -96.96          | 6.00           
5693       | -85.93          | 14.51          
5694       | -97.58          | 0.25           
5695       | -126.14         | -15.24         
5696       | -119.65         | -3.73          
5697       | -110.23         | -5.45          
5698       | -101.49         | 15.05          
5699       | -96.22          | 0.02           
5700       | -111.63         | -0.16          
5701       | -93.53          | 16.85          
5702       | -86.25          | 10.16          
5703       | -89.73          | 10.33          
5704       | -119.70         | -12.96         
5705       | -125.82         | 8.26           
5706       | -128.96         | -1.26          
5707       | -132.05         | -8.21          
5708       | -87.67          | 12.35          
5709       | -117.33         | 6.25           
5710       | -116.51         | 4.70           
5711       | -93.08          | 8.04           
5712       | -109.21         | -1.48          
5713       | -97.40          | 4.11           
5714       | -113.60         | 0.40           
5715       | -102.71         | -0.73          
5716       | -89.52          | 7.98           
5717       | -108.38         | 5.02           
5718       | -106.52         | 0.72           
5719       | -103.72         | 3.01           
5720       | -115.29         | -5.60          
5721       | -90.80          | 11.06          
5722       | -83.16          | 18.51          
5723       | -81.88          | 24.74          
5724       | -112.25         | 11.11          
5725       | -122.54         | -5.87          
5726       | -107.17         | 5.23           
5727       | -97.31          | 16.18          
5728       | -94.56          | -9.02          
5729       | -131.92         | -0.16          
5730       | -108.35         | 1.34           
5731       | -96.60          | -1.72          
5732       | -103.81         | 7.09           
5733       | -93.28          | 14.18          
5734       | -104.53         | 11.86          
5735       | -77.84          | 25.24          
5736       | -108.40         | 10.82          
5737       | -98.86          | 6.06           
5738       | -88.01          | 0.26           
5739       | -83.75          | 5.57           
5740       | -96.37          | 13.86          
5741       | -107.81         | 1.98           
5742       | -83.61          | 12.74          
5743       | -103.87         | -3.16          
5744       | -72.38          | 23.61          
5745       | -129.48         | -8.38          
5746       | -112.62         | 4.57           
5747       | -84.00          | 13.67          
5748       | -99.18          | 4.84           
5749       | -83.08          | 16.03          
5750       | -107.92         | 0.48           
5751       | -127.08         | -3.33          
5752       | -84.90          | 27.68          
5753       | -104.85         | -0.24          
5754       | -81.71          | 21.09          
5755       | -114.10         | -2.75          
5756       | -104.42         | -1.11          
5757       | -101.92         | 2.30           
5758       | -116.23         | 3.27           
5759       | -125.16         | -3.01          
5760       | -89.19          | 14.79          
5761       | -112.01         | 3.65           
5762       | -118.64         | 1.16           
5763       | -91.15          | 15.77          
5764       | -102.90         | -1.01          
5765       | -114.61         | 7.06           
5766       | -105.49         | -2.22          
5767       | -100.08         | 15.15          
5768       | -95.62          | 4.22           
5769       | -114.21         | 0.34           
5770       | -135.33         | -11.84         
5771       | -132.16         | -12.39         
5772       | -99.97          | 13.79          
5773       | -103.44         | -5.35          
5774       | -104.66         | 11.90          
5775       | -115.57         | -0.60          
5776       | -118.52         | 0.42           
5777       | -96.69          | -0.99          
5778       | -117.66         | 0.11           
5779       | -109.66         | 7.91           
5780       | -115.84         | -1.85          
5781       | -105.69         | -20.75         
5782       | -104.49         | 14.18          
5783       | -97.44          | 17.35          
5784       | -75.71          | 25.36          
5785       | -99.31          | -1.57          
5786       | -100.08         | 8.45           
5787       | -76.71          | 17.11          
5788       | -133.72         | -3.58          
5789       | -111.93         | 5.87           
5790       | -74.88          | 26.91          
5791       | -105.17         | 11.30          
5792       | -88.63          | 12.64          
5793       | -107.91         | 10.66          
5794       | -111.34         | 2.40           
5795       | -90.12          | 17.68          
5796       | -107.55         | 4.65           
5797       | -72.15          | 22.82          
5798       | -240.00         | 5.14           
5799       | -126.28         | 3.25           
5800       | -116.30         | -0.47          
5801       | -94.35          | 7.33           
5802       | -89.76          | 13.83          
5803       | -105.76         | 10.14          
5804       | -67.70          | 15.85          
5805       | -112.75         | -8.30          
5806       | -87.85          | 8.16           
5807       | -108.91         | 6.91           
5808       | -106.33         | -3.05          
5809       | -96.21          | -13.68         
5810       | -111.57         | 14.70          
5811       | -73.80          | 13.78          
5812       | -102.87         | 14.77          
5813       | -99.76          | 4.85           
5814       | -105.61         | 6.62           
5815       | -117.19         | -0.82          
5816       | -96.14          | 14.78          
5817       | -116.95         | 13.93          
5818       | -86.20          | 7.25           
5819       | -102.30         | 11.57          
5820       | -125.44         | -2.67          
5821       | -108.73         | -15.02         
5822       | -108.08         | 10.22          
5823       | -88.25          | 24.27          
5824       | -112.08         | 10.01          
5825       | -122.01         | -20.19         
5826       | -123.38         | 1.00           
5827       | -98.66          | 5.27           
5828       | -113.68         | 9.88           
5829       | -115.70         | 0.57           
